id,source,domain,hate_text
CCL_2269,CCL2025,gender,女quan真的是要挑起争端吗？大言不惭的攻击郭嘉的执fa制度，明明厌男，却又想结婚找男人要20万的彩礼，讨厌男人还让它的哥哥帮它寻找yan遇。不理解，实在是不理解。搞女quan是为了压榨男性的剩余价值吗？
CCL_0460,CCL2025,race,没有世界帮助，非洲还生活在原始社会。
CCL_0638,CCL2025,gender,女拳挑拨夫妻关系，婆媳关系，甚至挑拨女儿与父母的关系，以拆散家庭为目的，纯属一群变态
CCL_1950,CCL2025,lgbt,无艾不是真基
CCL_1037,CCL2025,race,第一句话，中国女性是唯一被批评的女性群体。这真是我见过最长的一根杆子。
CCL_2750,CCL2025,race,当你已经沦落到与乐色为伍，还把乐色举高过自己的头顶的时候，你已经连乐色都不如了。那天我去买塑料袋。有黄色的白色的透明的还有黑色的，我问老板，哪一种颜色的最便宜？老板说黑色的最便宜。我问为什么黑色的最便宜？老板答，因为黑色的是垃圾材料。
CCL_7090,CCL2025,lgbt,性取向都扭曲了的人怎么会觉得恶心呢😓
CCL_3319,CCL2025,lgbt,精神科医生好久不见我是反同二局的
CCL_6035,CCL2025,region,哈哈雀食，上大人果然都是你这样😄
CCL_7526,CCL2025,race,钓鱼的吧，除非让你全家女性照顾黑人
CCL_1558,CCL2025,region,我就是这个意思啊：被黑并不完全是经济原因。答主不必为这个生气，各地都会因不同的原因被黑。
CCL_5267,CCL2025,gender,提啥？我已经不考虑母的
CCL_1266,CCL2025,race,本来我们才是白种人，被西方丑化才被说成是黄祸
CCL_4743,CCL2025,race,这肯定怕啊！就像我不排斥找欧美白人帅哥的女生，毕竟看到那些帅哥我一个男的都喜欢，但是女生们非要找又丑又穷，还要倒贴的垃圾，我就是在费解了！
CCL_2919,CCL2025,race,这些个女人最后找完黑皮男友爽过之后还不是要找国人结婚，祸害国内男生，谁娶到这种女生谁倒霉，找黑的女生都是不知廉耻的，道德败坏，对感情不忠的人，无一例外，以后也会给自己老公带多少顶绿帽子都不知道
CCL_3084,CCL2025,race,作为男人我认同男女一致，我也认同去追求个人幸福，只要你别回来也别带黑娃回来就行。我可不想中国变法兰西斯坦，不希望改变人种结构。也呼吁其他男性朋友不要把黑男黑女区别对待，不然你讨论的就不是黑人问题而是输出情绪或是搞性别对立
CCL_0913,CCL2025,race,其实没啥的，就是炮友吗，艾滋病毒多点而已
CCL_6789,CCL2025,gender,结婚纯累赘
CCL_0508,CCL2025,race,黑人没有教化的。非洲黑人把讨吃当成好传统，教会小孩讨吃。
CCL_3382,CCL2025,gender,到时候好看的妹妹一个不剩，剩下的全是重型坦克
CCL_5564,CCL2025,region,害就是淮河流域嘛，传统的农业区，自然灾害频发，经济教育资源都匮乏，文化素质整体也不高，而且距离他们最近的发达地区就是长三角，去了之后又犯事，自然就被歧视了
CCL_5955,CCL2025,race,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代😄可惜就是有人爱接盘😄
CCL_5902,CCL2025,race,直接规定新法，嫁给外国人，自动失去中国国籍。
CCL_1660,CCL2025,gender,不是，討厭女性，不想跟女性相處，這不是歧視，你隻是gay了
CCL_0073,CCL2025,race,我嫌弃他们丑😅
CCL_0065,CCL2025,race,告诉她们，我家牛栏的公牛最近发春，吊又长又大，是真的大，不是怕片宣传挑出来的大，送给她们夜夜春宵，免费，没艾滋病
CCL_1680,CCL2025,region,美国人牛啊 能打 你们吴越人能打吗？要是古代就是吴越统一天下那现在肯定都在学吴语
CCL_4834,CCL2025,race,这个索玛女王不是被曝是男的么，专门收国外的钱，然后挑拨国内性别对立。
CCL_0357,CCL2025,region,地域黑比较典型的几个，按大区域东北被黑，按省河南被黑，二线城市武汉被黑，一线城市广州被黑🤣
CCL_4109,CCL2025,gender,这有一条公狗，鸡奸这个鸭子啊
CCL_6466,CCL2025,region,唐山也被骂的好惨😭
CCL_0293,CCL2025,race,看来非洲真是未来人口增长的主动力。
CCL_3513,CCL2025,race,毕竟国外对这事比较放得开，老外都说中国女留学生比本地女人更开放
CCL_2554,CCL2025,race,犹太人凯乐奇计划就是要中国引入其他种族，制造新的种族，灭绝中华民族、中华文化。
CCL_5268,CCL2025,race,很好，以其人之道还治其人之身，可惜某些人却要倒贴黑
CCL_5095,CCL2025,race,放心吧正常男人不会喜欢黑女的
CCL_3373,CCL2025,lgbt,虽然说美女也有概率感染，但我还是选美女
CCL_7190,CCL2025,region,为啥是回民和东北人会被黑啊？
CCL_5691,CCL2025,race,娶N婚也不能要和黑人处过的啊
CCL_1966,CCL2025,region,你这心态不行啊，经济基础决定上层建筑么不是，河南省要是在东南沿海你看谁敢多说一句？🙂北方嘛，说那么多没什么意义，什么好的坏的，你看黑吉辽那一亿人还不是被黑的裤子都穿不上？
CCL_6862,CCL2025,gender,普通女生无罪，有罪的是一开始男扮女装挑起性别对立的键盘侠
CCL_4853,CCL2025,race,美国现在已经被白左占领了，还好中国不是这样
CCL_5359,CCL2025,race,关键是辨别不出来，要是媚黑在身上纹一个黑桃就方便了
CCL_4829,CCL2025,region,你这加一起四舍五入没有黑天津的多
CCL_5138,CCL2025,race,所以 就更该学日本人，啥都没有，踩雷了损失也不大。
CCL_2228,CCL2025,region,我就是湖南人呀，你们讨厌我们，我们湖南人还讨厌你，你以为你是谁啊！我们湖南人大部分都是好人，热情好客，包括我自己也是。有本事你一辈子别来湖南！！！
CCL_3935,CCL2025,gender,姆蛆好恶心?
CCL_2551,CCL2025,gender,看来女光棍对社会危害性确实非常大
CCL_0466,CCL2025,race,你去抖音弄个黑人身份，就会有女的私信你
CCL_1378,CCL2025,race,浦东惠南地铁站经常看到黑人出没，应该是那几个外国语学校的留学生或者洋垃圾黑外教，发现它的窝就举报它
CCL_3116,CCL2025,race,各位我错了，不该编故事，小管家威胁我，必须删帖子，取匿并道歉，故事虽然是假的，但是这种现象肯定是常态。我应该戳破女拳的痛处了，得罪人了。小管家中有女拳，匿名编故事骂男人抹黑男人没事。但是匿名编故事说女人的实话就不可以。就必须出来澄清。我错了，暂时退乎，请不要人肉我的单位。我是开玩笑的，惹不起原答案删了，另外一个答案也删了
CCL_0958,CCL2025,race,真实，也是情理之中，就像大家在网上呼吁不要歧视艾滋病人一样，生活中遇到真艾滋病人都会自动走开
CCL_2290,CCL2025,region,黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方
CCL_3187,CCL2025,race,大家把我帖子多宣传，我们开发出可以使黑人的古龙水发臭的东西在黑人聚集地发散开，或者给中国女人们使用或者佩戴，保证黑人们一个都混不下去。
CCL_7049,CCL2025,race,可见全球所有国际鬼子虫类及其它们后代虫混它们统一基因的激情犯罪是它们身体内必不可少基因之一
CCL_6312,CCL2025,region,一般人都怼东北吧😅。有些东北人不是搞不清，他就是直说江浙沪，所以最近被打脸打太厉害硬造了一个江南系，我也不知道是说谁。。。
CCL_4589,CCL2025,gender,太爽了，打死这帮乱咬人的女拳
CCL_0407,CCL2025,gender,B站奇趣蛋双标现场
CCL_5565,CCL2025,race,崇洋媚外本身就是一种种族主义，这种行为不也是看皮肤说事么？他们有啥资格指责别人？
CCL_7398,CCL2025,lgbt,所以他是gay，然后跑到反同群里面开盒，是这样吗？还是你们是....
CCL_2939,CCL2025,gender,支持正义劲夫
CCL_1778,CCL2025,race,我靠真能下得去手啊，我去主校区的时候也见过几个又黑又肥又丑看不清脸，可能是我的学校太好了女生都挺保守的，没听说也没看见哪个女生和黑人谈恋爱😅
CCL_0487,CCL2025,race,左白舔功令人作呕
CCL_5729,CCL2025,race,其他的都不说，为她去非洲生活点赞，別赖在中国，中国不需要黑族
CCL_4203,CCL2025,region,你说的河南人偷井盖才是无关紧要的，都带调侃的味道，但广东是在文化，族群等方面被黑，你别混淆视听，各种社区贴吧用户进去知乎，用户质量素质越来越低，各种地域黑，粤黑会越来越多
CCL_1733,CCL2025,gender,是不是吧里这些nt贴都是阿娜发的？
CCL_6155,CCL2025,lgbt,有趣啊，和没道德的不用讲道德是吧，和我们讲什么道德？我学历不高，但知道平权本身是道德高地，被你学历歧视给拉到道德洼地对不对啊
CCL_5040,CCL2025,race,人不能总是被动防守，应该想办法主动进攻……我觉得，咱们应该跟黑人妹子交往。有没有谁知道，哪里能遇到黑人妹子呀？
CCL_6403,CCL2025,gender,我们没有说胖，我们只是想说摄像头买小了，用13mm超广角镜头拍摄也没能拍全这位的月佥
CCL_7259,CCL2025,lgbt,小汪汪没基佬危害大
CCL_1788,CCL2025,lgbt,大家反通的原因是什么捏？①通讯录很多是孃泡，举止钕性化，造成反感②认为通讯录会染艾，就算现在不会以后也会得③通讯录反yxl④通讯录反自然⑤就是觉得通讯录ex如果有一位txl三观举止正常，不蓝交，不反异，不为txl发声，安静活着，8u们还会觉得这人ex吗？
CCL_6678,CCL2025,race,我不懂那么多花里胡哨的大道理，我就是单纯的歧视黑人。😓
CCL_1940,CCL2025,gender,我也厌女现在越来越讨厌了
